,Age,Income,Location,Sex,Year,count,cumulative_percent,percentage
1589,45 to 54 years,$125-<150k,"Vancouver, British Columbia",Males,2016.0,10360.0,0.9137458273724368,0.06175488793514545
1590,45 to 54 years,$150-<175k,"Vancouver, British Columbia",Males,2016.0,3410.0,0.934072484501669,0.020326657129232237
1591,45 to 54 years,$175-<200k,"Vancouver, British Columbia",Males,2016.0,3410.0,0.9543991416309012,0.020326657129232237
1592,45 to 54 years,$200-225k,"Vancouver, British Columbia",Males,2016.0,1425.0,0.9628934191702432,0.008494277539341916
1593,45 to 54 years,225-250k,"Vancouver, British Columbia",Males,2016.0,1425.0,0.9713876967095851,0.008494277539341916
1594,45 to 54 years,>250k,"Vancouver, British Columbia",Males,2016.0,4800.0,1.0,0.02861230329041488
1595,55 to 64 years,$0-<25k,"Vancouver, British Columbia",Males,2016.0,46500.0,0.3097521982414069,0.3097521982414069
1596,55 to 64 years,$25-<50k,"Vancouver, British Columbia",Males,2016.0,33610.0,0.5336397548627765,0.22388755662136958
1597,55 to 64 years,$50-<75k,"Vancouver, British Columbia",Males,2016.0,26860.0,0.7125632827071676,0.17892352784439117
1598,55 to 64 years,$75-<100k,"Vancouver, British Columbia",Males,2016.0,17160.0,0.8268718358646416,0.11430855315747403
1599,55 to 64 years,$100-<125k,"Vancouver, British Columbia",Males,2016.0,7215.0,0.8749333866240341,0.04806155075939249
1600,55 to 64 years,$125-<150k,"Vancouver, British Columbia",Males,2016.0,7215.0,0.9229949373834265,0.04806155075939249
1601,55 to 64 years,$150-<175k,"Vancouver, British Columbia",Males,2016.0,2625.0,0.9404809485744737,0.017486011191047163
1602,55 to 64 years,$175-<200k,"Vancouver, British Columbia",Males,2016.0,2625.0,0.9579669597655209,0.017486011191047163
1603,55 to 64 years,$200-225k,"Vancouver, British Columbia",Males,2016.0,1135.0,0.9655275779376499,0.007560618172128964
1604,55 to 64 years,225-250k,"Vancouver, British Columbia",Males,2016.0,1135.0,0.9730881961097788,0.007560618172128964
1605,55 to 64 years,>250k,"Vancouver, British Columbia",Males,2016.0,4040.0,1.0,0.026911803890221155
1606,65 years and over,$0-<25k,"Vancouver, British Columbia",Males,2016.0,74240.0,0.4227068268519046,0.4227068268519046
1607,65 years and over,$25-<50k,"Vancouver, British Columbia",Males,2016.0,49060.0,0.7020440699197176,0.279337243067813
1608,65 years and over,$50-<75k,"Vancouver, British Columbia",Males,2016.0,25920.0,0.8496270568809429,0.1475829869612253
1609,65 years and over,$75-<100k,"Vancouver, British Columbia",Males,2016.0,11140.0,0.9130558560610373,0.06342879918009452
1610,65 years and over,$100-<125k,"Vancouver, British Columbia",Males,2016.0,4070.0,0.9362295735352729,0.02317371747423561
1611,65 years and over,$125-<150k,"Vancouver, British Columbia",Males,2016.0,4070.0,0.9594032910095085,0.02317371747423561
1612,65 years and over,$150-<175k,"Vancouver, British Columbia",Males,2016.0,1515.0,0.9680293799464783,0.008626088936969766
1613,65 years and over,$175-<200k,"Vancouver, British Columbia",Males,2016.0,1515.0,0.9766554688834481,0.008626088936969766
1614,65 years and over,$200-225k,"Vancouver, British Columbia",Males,2016.0,680.0,0.9805272447759494,0.0038717758925012813
1615,65 years and over,225-250k,"Vancouver, British Columbia",Males,2016.0,680.0,0.9843990206684508,0.0038717758925012813
1616,65 years and over,>250k,"Vancouver, British Columbia",Males,2016.0,2740.0,1.0,0.01560097933154928
1617,All age groups,$0-<25k,"Vancouver, British Columbia",Females,2016.0,457700.0,0.45701447828257613,0.45701447828257613
1618,All age groups,$25-<50k,"Vancouver, British Columbia",Females,2016.0,278790.0,0.7353869196205691,0.278372441337993
1619,All age groups,$50-<75k,"Vancouver, British Columbia",Females,2016.0,144650.0,0.8798202695956066,0.14443334997503746
1620,All age groups,$75-<100k,"Vancouver, British Columbia",Females,2016.0,65930.0,0.9456515227159261,0.06583125312031952
1621,All age groups,$100-<125k,"Vancouver, British Columbia",Females,2016.0,18420.0,0.9640439340988517,0.018392411382925612
1622,All age groups,$125-<150k,"Vancouver, British Columbia",Females,2016.0,18420.0,0.9824363454817773,0.018392411382925612
1623,All age groups,$150-<175k,"Vancouver, British Columbia",Females,2016.0,4655.0,0.9870843734398402,0.004648027958062906
1624,All age groups,$175-<200k,"Vancouver, British Columbia",Females,2016.0,4655.0,0.9917324013979032,0.004648027958062906
1625,All age groups,$200-225k,"Vancouver, British Columbia",Females,2016.0,1710.0,0.9934398402396406,0.001707438841737394
1626,All age groups,225-250k,"Vancouver, British Columbia",Females,2016.0,1710.0,0.995147279081378,0.001707438841737394
1627,All age groups,>250k,"Vancouver, British Columbia",Females,2016.0,4860.0,1.0,0.004852720918622067
1628,0 to 24 years,$0-<25k,"Vancouver, British Columbia",Females,2016.0,86310.0,,
1629,0 to 24 years,$25-<50k,"Vancouver, British Columbia",Females,2016.0,16550.0,,
1630,0 to 24 years,$50-<75k,"Vancouver, British Columbia",Females,2016.0,2310.0,,
1631,0 to 24 years,$75-<100k,"Vancouver, British Columbia",Females,2016.0,550.0,,
1632,0 to 24 years,$100-<125k,"Vancouver, British Columbia",Females,2016.0,130.0,,
1633,0 to 24 years,$125-<150k,"Vancouver, British Columbia",Females,2016.0,130.0,,
1634,0 to 24 years,$150-<175k,"Vancouver, British Columbia",Females,2016.0,25.0,,
1635,0 to 24 years,$175-<200k,"Vancouver, British Columbia",Females,2016.0,25.0,,
1636,0 to 24 years,$200-225k,"Vancouver, British Columbia",Females,2016.0,,,
1637,0 to 24 years,225-250k,"Vancouver, British Columbia",Females,2016.0,,,
1638,0 to 24 years,>250k,"Vancouver, British Columbia",Females,2016.0,0.0,,
1639,25 to 34 years,$0-<25k,"Vancouver, British Columbia",Females,2016.0,71800.0,0.3999554367201426,0.3999554367201426
1640,25 to 34 years,$25-<50k,"Vancouver, British Columbia",Females,2016.0,61460.0,0.7423128342245989,0.3423573975044563
1641,25 to 34 years,$50-<75k,"Vancouver, British Columbia",Females,2016.0,30830.0,0.9140485739750446,0.17173573975044562
1642,25 to 34 years,$75-<100k,"Vancouver, British Columbia",Females,2016.0,10500.0,0.9725378787878788,0.05848930481283422
1643,25 to 34 years,$100-<125k,"Vancouver, British Columbia",Females,2016.0,1955.0,0.9834280303030303,0.010890151515151516
1644,25 to 34 years,$125-<150k,"Vancouver, British Columbia",Females,2016.0,1955.0,0.9943181818181818,0.010890151515151516
1645,25 to 34 years,$150-<175k,"Vancouver, British Columbia",Females,2016.0,335.0,0.9961842691622103,0.0018660873440285205
1646,25 to 34 years,$175-<200k,"Vancouver, British Columbia",Females,2016.0,335.0,0.9980503565062387,0.0018660873440285205
1647,25 to 34 years,$200-225k,"Vancouver, British Columbia",Females,2016.0,80.0,0.9984959893048128,0.000445632798573975
1648,25 to 34 years,225-250k,"Vancouver, British Columbia",Females,2016.0,80.0,0.9989416221033868,0.000445632798573975
1649,25 to 34 years,>250k,"Vancouver, British Columbia",Females,2016.0,190.0,1.0,0.0010583778966131907
1650,35 to 44 years,$0-<25k,"Vancouver, British Columbia",Females,2016.0,58630.0,0.34093155782985407,0.34093155782985407
1651,35 to 44 years,$25-<50k,"Vancouver, British Columbia",Females,2016.0,51170.0,0.6384834564168169,0.29755189858696285
1652,35 to 44 years,$50-<75k,"Vancouver, British Columbia",Females,2016.0,31980.0,0.82444612432401,0.18596266790719312
1653,35 to 44 years,$75-<100k,"Vancouver, British Columbia",Females,2016.0,17210.0,0.9245217189044601,0.10007559458045008
1654,35 to 44 years,$100-<125k,"Vancouver, British Columbia",Females,2016.0,4625.0,0.9514159446415072,0.02689422573704716
1655,35 to 44 years,$125-<150k,"Vancouver, British Columbia",Females,2016.0,4625.0,0.9783101703785544,0.02689422573704716
1656,35 to 44 years,$150-<175k,"Vancouver, British Columbia",Females,2016.0,1080.0,0.9845903355236378,0.006280165145083445
1657,35 to 44 years,$175-<200k,"Vancouver, British Columbia",Females,2016.0,1080.0,0.9908705006687213,0.006280165145083445
1658,35 to 44 years,$200-225k,"Vancouver, British Columbia",Females,2016.0,370.0,0.993022038727685,0.002151538058963773
1659,35 to 44 years,225-250k,"Vancouver, British Columbia",Females,2016.0,370.0,0.9951735767866488,0.002151538058963773
1660,35 to 44 years,>250k,"Vancouver, British Columbia",Females,2016.0,830.0,0.9999999999999999,0.0048264232133511656
1661,45 to 54 years,$0-<25k,"Vancouver, British Columbia",Females,2016.0,62780.0,0.3446609936865221,0.3446609936865221
1662,45 to 54 years,$25-<50k,"Vancouver, British Columbia",Females,2016.0,52570.0,0.6332692835575076,0.28860828987098547
1663,45 to 54 years,$50-<75k,"Vancouver, British Columbia",Females,2016.0,32670.0,0.8126269558056547,0.17935767224814714
1664,45 to 54 years,$75-<100k,"Vancouver, British Columbia",Females,2016.0,17870.0,0.9107329124348065,0.0981059566291518
1665,45 to 54 years,$100-<125k,"Vancouver, British Columbia",Females,2016.0,5460.0,0.9407082075212737,0.029975295086467197
1666,45 to 54 years,$125-<150k,"Vancouver, British Columbia",Females,2016.0,5460.0,0.970683502607741,0.029975295086467197
1667,45 to 54 years,$150-<175k,"Vancouver, British Columbia",Females,2016.0,1440.0,0.9785890749382378,0.007905572330496843
1668,45 to 54 years,$175-<200k,"Vancouver, British Columbia",Females,2016.0,1440.0,0.9864946472687346,0.007905572330496843
1669,45 to 54 years,$200-225k,"Vancouver, British Columbia",Females,2016.0,510.0,0.9892945374691189,0.0027998902003842988
1670,45 to 54 years,225-250k,"Vancouver, British Columbia",Females,2016.0,510.0,0.9920944276695032,0.0027998902003842988
1671,45 to 54 years,>250k,"Vancouver, British Columbia",Females,2016.0,1440.0,1.0,0.007905572330496843
1672,55 to 64 years,$0-<25k,"Vancouver, British Columbia",Females,2016.0,65220.0,0.41893627954779034,0.41893627954779034
1673,55 to 64 years,$25-<50k,"Vancouver, British Columbia",Females,2016.0,41590.0,0.6860868448098664,0.26715056526207603
1674,55 to 64 years,$50-<75k,"Vancouver, British Columbia",Females,2016.0,24740.0,0.8450025693730729,0.15891572456320657
1675,55 to 64 years,$75-<100k,"Vancouver, British Columbia",Females,2016.0,12370.0,0.9244604316546763,0.07945786228160329
1676,55 to 64 years,$100-<125k,"Vancouver, British Columbia",Females,2016.0,3850.0,0.9491906474820144,0.02473021582733813
1677,55 to 64 years,$125-<150k,"Vancouver, British Columbia",Females,2016.0,3850.0,0.9739208633093526,0.02473021582733813
1678,55 to 64 years,$150-<175k,"Vancouver, British Columbia",Females,2016.0,1025.0,0.9805048818088387,0.006584018499486126
1679,55 to 64 years,$175-<200k,"Vancouver, British Columbia",Females,2016.0,1025.0,0.9870889003083247,0.006584018499486126
1680,55 to 64 years,$200-225k,"Vancouver, British Columbia",Females,2016.0,410.0,0.9897225077081192,0.00263360739979445
1681,55 to 64 years,225-250k,"Vancouver, British Columbia",Females,2016.0,410.0,0.9923561151079137,0.00263360739979445
1682,55 to 64 years,>250k,"Vancouver, British Columbia",Females,2016.0,1190.0,1.0,0.007643884892086331
1683,65 years and over,$0-<25k,"Vancouver, British Columbia",Females,2016.0,112950.0,0.548008345058464,0.548008345058464
1684,65 years and over,$25-<50k,"Vancouver, British Columbia",Females,2016.0,55450.0,0.8170394449565765,0.26903109989811264
1685,65 years and over,$50-<75k,"Vancouver, British Columbia",Females,2016.0,22120.0,0.9243607782252194,0.10732133326864296
1686,65 years and over,$75-<100k,"Vancouver, British Columbia",Females,2016.0,7440.0,0.9604580078598806,0.0360972296346611
1687,65 years and over,$100-<125k,"Vancouver, British Columbia",Females,2016.0,2395.0,0.9720780165930812,0.011620008733200718
1688,65 years and over,$125-<150k,"Vancouver, British Columbia",Females,2016.0,2395.0,0.9836980253262819,0.011620008733200718
1689,65 years and over,$150-<175k,"Vancouver, British Columbia",Females,2016.0,750.0,0.9873368589588083,0.003638833632526321
1690,65 years and over,$175-<200k,"Vancouver, British Columbia",Females,2016.0,750.0,0.9909756925913347,0.003638833632526321
1691,65 years and over,$200-225k,"Vancouver, British Columbia",Females,2016.0,330.0,0.9925767793896463,0.0016010867983115812
1692,65 years and over,225-250k,"Vancouver, British Columbia",Females,2016.0,330.0,0.9941778661879579,0.0016010867983115812
1693,65 years and over,>250k,"Vancouver, British Columbia",Females,2016.0,1200.0,1.0,0.005822133812042113
1694,All age groups,$0-<25k,"Victoria, British Columbia",Males,2016.0,37950.0,0.28028064992614476,0.28028064992614476
1695,All age groups,$25-<50k,"Victoria, British Columbia",Males,2016.0,35830.0,0.544903988183161,0.2646233382570162
1696,All age groups,$50-<75k,"Victoria, British Columbia",Males,2016.0,28360.0,0.754357459379616,0.20945347119645494
1697,All age groups,$75-<100k,"Victoria, British Columbia",Males,2016.0,16890.0,0.8790989660265879,0.12474150664697194
1698,All age groups,$100-<125k,"Victoria, British Columbia",Males,2016.0,5340.0,0.9185376661742983,0.03943870014771049
1699,All age groups,$125-<150k,"Victoria, British Columbia",Males,2016.0,5340.0,0.9579763663220088,0.03943870014771049
1700,All age groups,$150-<175k,"Victoria, British Columbia",Males,2016.0,1525.0,0.9692392909896602,0.011262924667651403
1701,All age groups,$175-<200k,"Victoria, British Columbia",Males,2016.0,1525.0,0.9805022156573117,0.011262924667651403
1702,All age groups,$200-225k,"Victoria, British Columbia",Males,2016.0,530.0,0.9844165435745937,0.003914327917282127
1703,All age groups,225-250k,"Victoria, British Columbia",Males,2016.0,530.0,0.9883308714918758,0.003914327917282127
1704,All age groups,>250k,"Victoria, British Columbia",Males,2016.0,1580.0,0.9999999999999999,0.011669128508124077
1705,0 to 24 years,$0-<25k,"Victoria, British Columbia",Males,2016.0,9700.0,,
1706,0 to 24 years,$25-<50k,"Victoria, British Columbia",Males,2016.0,3000.0,,
1707,0 to 24 years,$50-<75k,"Victoria, British Columbia",Males,2016.0,600.0,,
1708,0 to 24 years,$75-<100k,"Victoria, British Columbia",Males,2016.0,130.0,,
1709,0 to 24 years,$100-<125k,"Victoria, British Columbia",Males,2016.0,,,
1710,0 to 24 years,$125-<150k,"Victoria, British Columbia",Males,2016.0,,,
1711,0 to 24 years,$150-<175k,"Victoria, British Columbia",Males,2016.0,,,
1712,0 to 24 years,$175-<200k,"Victoria, British Columbia",Males,2016.0,,,
1713,0 to 24 years,$200-225k,"Victoria, British Columbia",Males,2016.0,,,
1714,0 to 24 years,225-250k,"Victoria, British Columbia",Males,2016.0,,,
1715,0 to 24 years,>250k,"Victoria, British Columbia",Males,2016.0,0.0,,
1716,25 to 34 years,$0-<25k,"Victoria, British Columbia",Males,2016.0,6210.0,0.2860432980193459,0.2860432980193459
1717,25 to 34 years,$25-<50k,"Victoria, British Columbia",Males,2016.0,6970.0,0.607093505297098,0.3210502072777522
1718,25 to 34 years,$50-<75k,"Victoria, British Columbia",Males,2016.0,4970.0,0.8360202671579916,0.22892676186089359
1719,25 to 34 years,$75-<100k,"Victoria, British Columbia",Males,2016.0,2410.0,0.9470290188853062,0.1110087517273146
1720,25 to 34 years,$100-<125k,"Victoria, British Columbia",Males,2016.0,435.0,0.967065868263473,0.020036849378166743
1721,25 to 34 years,$125-<150k,"Victoria, British Columbia",Males,2016.0,435.0,0.9871027176416397,0.020036849378166743
1722,25 to 34 years,$150-<175k,"Victoria, British Columbia",Males,2016.0,85.0,0.9910179640718562,0.00391524643021649
1723,25 to 34 years,$175-<200k,"Victoria, British Columbia",Males,2016.0,85.0,0.9949332105020726,0.00391524643021649
1724,25 to 34 years,$200-225k,"Victoria, British Columbia",Males,2016.0,30.0,0.9963150621833256,0.0013818516812528789
1725,25 to 34 years,225-250k,"Victoria, British Columbia",Males,2016.0,30.0,0.9976969138645785,0.0013818516812528789
1726,25 to 34 years,>250k,"Victoria, British Columbia",Males,2016.0,50.0,1.0,0.0023030861354214646
1727,35 to 44 years,$0-<25k,"Victoria, British Columbia",Males,2016.0,3690.0,0.17956204379562044,0.17956204379562044
1728,35 to 44 years,$25-<50k,"Victoria, British Columbia",Males,2016.0,4680.0,0.4072992700729927,0.22773722627737225
1729,35 to 44 years,$50-<75k,"Victoria, British Columbia",Males,2016.0,4980.0,0.6496350364963503,0.24233576642335766
1730,35 to 44 years,$75-<100k,"Victoria, British Columbia",Males,2016.0,3960.0,0.8423357664233576,0.1927007299270073
1731,35 to 44 years,$100-<125k,"Victoria, British Columbia",Males,2016.0,1170.0,0.8992700729927007,0.05693430656934306
1732,35 to 44 years,$125-<150k,"Victoria, British Columbia",Males,2016.0,1170.0,0.9562043795620437,0.05693430656934306
1733,35 to 44 years,$150-<175k,"Victoria, British Columbia",Males,2016.0,260.0,0.9688564476885644,0.012652068126520682
1734,35 to 44 years,$175-<200k,"Victoria, British Columbia",Males,2016.0,260.0,0.981508515815085,0.012652068126520682
1735,35 to 44 years,$200-225k,"Victoria, British Columbia",Males,2016.0,80.0,0.9854014598540145,0.0038929440389294406
1736,35 to 44 years,225-250k,"Victoria, British Columbia",Males,2016.0,80.0,0.989294403892944,0.0038929440389294406
1737,35 to 44 years,>250k,"Victoria, British Columbia",Males,2016.0,220.0,1.0,0.01070559610705596
1738,45 to 54 years,$0-<25k,"Victoria, British Columbia",Males,2016.0,4060.0,0.18675252989880406,0.18675252989880406
1739,45 to 54 years,$25-<50k,"Victoria, British Columbia",Males,2016.0,4270.0,0.3831646734130635,0.19641214351425942
1740,45 to 54 years,$50-<75k,"Victoria, British Columbia",Males,2016.0,4990.0,0.6126954921803128,0.22953081876724932
1741,45 to 54 years,$75-<100k,"Victoria, British Columbia",Males,2016.0,4000.0,0.796688132474701,0.18399264029438822
1742,45 to 54 years,$100-<125k,"Victoria, British Columbia",Males,2016.0,1475.0,0.8645354185832567,0.06784728610855566
1743,45 to 54 years,$125-<150k,"Victoria, British Columbia",Males,2016.0,1475.0,0.9323827046918123,0.06784728610855566
1744,45 to 54 years,$150-<175k,"Victoria, British Columbia",Males,2016.0,390.0,0.9503219871205151,0.017939282428702852
1745,45 to 54 years,$175-<200k,"Victoria, British Columbia",Males,2016.0,390.0,0.9682612695492179,0.017939282428702852
1746,45 to 54 years,$200-225k,"Victoria, British Columbia",Males,2016.0,145.0,0.9749310027598894,0.006669733210671573
1747,45 to 54 years,225-250k,"Victoria, British Columbia",Males,2016.0,145.0,0.981600735970561,0.006669733210671573
1748,45 to 54 years,>250k,"Victoria, British Columbia",Males,2016.0,400.0,0.9999999999999998,0.01839926402943882
1749,55 to 64 years,$0-<25k,"Victoria, British Columbia",Males,2016.0,5620.0,0.23653198653198654,0.23653198653198654
1750,55 to 64 years,$25-<50k,"Victoria, British Columbia",Males,2016.0,5510.0,0.4684343434343434,0.23190235690235692
1751,55 to 64 years,$50-<75k,"Victoria, British Columbia",Males,2016.0,5240.0,0.688973063973064,0.22053872053872053
1752,55 to 64 years,$75-<100k,"Victoria, British Columbia",Males,2016.0,3330.0,0.8291245791245792,0.14015151515151514
1753,55 to 64 years,$100-<125k,"Victoria, British Columbia",Males,2016.0,1220.0,0.8804713804713805,0.05134680134680135
1754,55 to 64 years,$125-<150k,"Victoria, British Columbia",Males,2016.0,1220.0,0.9318181818181819,0.05134680134680135
1755,55 to 64 years,$150-<175k,"Victoria, British Columbia",Males,2016.0,435.0,0.9501262626262627,0.018308080808080808
1756,55 to 64 years,$175-<200k,"Victoria, British Columbia",Males,2016.0,435.0,0.9684343434343434,0.018308080808080808
1757,55 to 64 years,$200-225k,"Victoria, British Columbia",Males,2016.0,145.0,0.974537037037037,0.006102693602693603
1758,55 to 64 years,225-250k,"Victoria, British Columbia",Males,2016.0,145.0,0.9806397306397305,0.006102693602693603
1759,55 to 64 years,>250k,"Victoria, British Columbia",Males,2016.0,460.0,0.9999999999999999,0.01936026936026936
1760,65 years and over,$0-<25k,"Victoria, British Columbia",Males,2016.0,8670.0,0.2538056206088993,0.2538056206088993
1761,65 years and over,$25-<50k,"Victoria, British Columbia",Males,2016.0,11400.0,0.5875292740046838,0.3337236533957845
1762,65 years and over,$50-<75k,"Victoria, British Columbia",Males,2016.0,7570.0,0.8091334894613582,0.22160421545667447
1763,65 years and over,$75-<100k,"Victoria, British Columbia",Males,2016.0,3070.0,0.8990046838407493,0.0898711943793911
1764,65 years and over,$100-<125k,"Victoria, British Columbia",Males,2016.0,1020.0,0.9288641686182668,0.029859484777517563
1765,65 years and over,$125-<150k,"Victoria, British Columbia",Males,2016.0,1020.0,0.9587236533957844,0.029859484777517563
1766,65 years and over,$150-<175k,"Victoria, British Columbia",Males,2016.0,350.0,0.9689695550351286,0.010245901639344262
1767,65 years and over,$175-<200k,"Victoria, British Columbia",Males,2016.0,350.0,0.9792154566744729,0.010245901639344262
1768,65 years and over,$200-225k,"Victoria, British Columbia",Males,2016.0,130.0,0.9830210772833722,0.0038056206088992973
1769,65 years and over,225-250k,"Victoria, British Columbia",Males,2016.0,130.0,0.9868266978922715,0.0038056206088992973
1770,65 years and over,>250k,"Victoria, British Columbia",Males,2016.0,450.0,0.9999999999999999,0.013173302107728338
1771,All age groups,$0-<25k,"Victoria, British Columbia",Females,2016.0,57130.0,0.375435368338043,0.375435368338043
1772,All age groups,$25-<50k,"Victoria, British Columbia",Females,2016.0,48540.0,0.6944207136754945,0.31898534533745154
1773,All age groups,$50-<75k,"Victoria, British Columbia",Females,2016.0,26810.0,0.8706052441348492,0.17618453045935467
1774,All age groups,$75-<100k,"Victoria, British Columbia",Females,2016.0,11700.0,0.947492935532628,0.0768876913977788
1775,All age groups,$100-<125k,"Victoria, British Columbia",Females,2016.0,2790.0,0.9658276927120983,0.018334757179470328
1776,All age groups,$125-<150k,"Victoria, British Columbia",Females,2016.0,2790.0,0.9841624498915686,0.018334757179470328
1777,All age groups,$150-<175k,"Victoria, British Columbia",Females,2016.0,675.0,0.9885982782414405,0.004435828349871854
1778,All age groups,$175-<200k,"Victoria, British Columbia",Females,2016.0,675.0,0.9930341065913124,0.004435828349871854
1779,All age groups,$200-225k,"Victoria, British Columbia",Females,2016.0,235.0,0.9945784320168234,0.0015443254255109416
1780,All age groups,225-250k,"Victoria, British Columbia",Females,2016.0,235.0,0.9961227574423344,0.0015443254255109416
1781,All age groups,>250k,"Victoria, British Columbia",Females,2016.0,590.0,1.0000000000000002,0.0038772425576657685
1782,0 to 24 years,$0-<25k,"Victoria, British Columbia",Females,2016.0,11380.0,,
1783,0 to 24 years,$25-<50k,"Victoria, British Columbia",Females,2016.0,2500.0,,
1784,0 to 24 years,$50-<75k,"Victoria, British Columbia",Females,2016.0,290.0,,
1785,0 to 24 years,$75-<100k,"Victoria, British Columbia",Females,2016.0,50.0,,
1786,0 to 24 years,$100-<125k,"Victoria, British Columbia",Females,2016.0,,,
1787,0 to 24 years,$125-<150k,"Victoria, British Columbia",Females,2016.0,,,
1788,0 to 24 years,$150-<175k,"Victoria, British Columbia",Females,2016.0,,,
1789,0 to 24 years,$175-<200k,"Victoria, British Columbia",Females,2016.0,,,
1790,0 to 24 years,$200-225k,"Victoria, British Columbia",Females,2016.0,,,
1791,0 to 24 years,225-250k,"Victoria, British Columbia",Females,2016.0,,,
1792,0 to 24 years,>250k,"Victoria, British Columbia",Females,2016.0,0.0,,
1793,25 to 34 years,$0-<25k,"Victoria, British Columbia",Females,2016.0,8480.0,,
1794,25 to 34 years,$25-<50k,"Victoria, British Columbia",Females,2016.0,8940.0,,
1795,25 to 34 years,$50-<75k,"Victoria, British Columbia",Females,2016.0,4240.0,,
1796,25 to 34 years,$75-<100k,"Victoria, British Columbia",Females,2016.0,1290.0,,
1797,25 to 34 years,$100-<125k,"Victoria, British Columbia",Females,2016.0,165.0,,
1798,25 to 34 years,$125-<150k,"Victoria, British Columbia",Females,2016.0,165.0,,
1799,25 to 34 years,$150-<175k,"Victoria, British Columbia",Females,2016.0,30.0,,
1800,25 to 34 years,$175-<200k,"Victoria, British Columbia",Females,2016.0,30.0,,
1801,25 to 34 years,$200-225k,"Victoria, British Columbia",Females,2016.0,,,
1802,25 to 34 years,225-250k,"Victoria, British Columbia",Females,2016.0,,,
1803,25 to 34 years,>250k,"Victoria, British Columbia",Females,2016.0,0.0,,
1804,35 to 44 years,$0-<25k,"Victoria, British Columbia",Females,2016.0,6180.0,0.2771300448430493,0.2771300448430493
1805,35 to 44 years,$25-<50k,"Victoria, British Columbia",Females,2016.0,7040.0,0.5928251121076233,0.31569506726457397
1806,35 to 44 years,$50-<75k,"Victoria, British Columbia",Females,2016.0,5170.0,0.8246636771300448,0.23183856502242153
1807,35 to 44 years,$75-<100k,"Victoria, British Columbia",Females,2016.0,2550.0,0.9390134529147982,0.11434977578475336
1808,35 to 44 years,$100-<125k,"Victoria, British Columbia",Females,2016.0,515.0,0.9621076233183856,0.023094170403587445
1809,35 to 44 years,$125-<150k,"Victoria, British Columbia",Females,2016.0,515.0,0.985201793721973,0.023094170403587445
1810,35 to 44 years,$150-<175k,"Victoria, British Columbia",Females,2016.0,100.0,0.9896860986547085,0.004484304932735426
1811,35 to 44 years,$175-<200k,"Victoria, British Columbia",Females,2016.0,100.0,0.9941704035874439,0.004484304932735426
1812,35 to 44 years,$200-225k,"Victoria, British Columbia",Females,2016.0,35.0,0.9957399103139013,0.001569506726457399
1813,35 to 44 years,225-250k,"Victoria, British Columbia",Females,2016.0,35.0,0.9973094170403587,0.001569506726457399
1814,35 to 44 years,>250k,"Victoria, British Columbia",Females,2016.0,60.0,1.0,0.0026905829596412557
1815,45 to 54 years,$0-<25k,"Victoria, British Columbia",Females,2016.0,5950.0,0.25116082735331363,0.25116082735331363
1816,45 to 54 years,$25-<50k,"Victoria, British Columbia",Females,2016.0,6730.0,0.5352469396369777,0.284086112283664
1817,45 to 54 years,$50-<75k,"Victoria, British Columbia",Females,2016.0,5610.0,0.7720557197129592,0.23680878007598144
1818,45 to 54 years,$75-<100k,"Victoria, British Columbia",Females,2016.0,3210.0,0.907555930772478,0.1355002110595188
1819,45 to 54 years,$100-<125k,"Victoria, British Columbia",Females,2016.0,780.0,0.9404812157028284,0.03292528493035036
1820,45 to 54 years,$125-<150k,"Victoria, British Columbia",Females,2016.0,780.0,0.9734065006331788,0.03292528493035036
1821,45 to 54 years,$150-<175k,"Victoria, British Columbia",Females,2016.0,185.0,0.9812157028281978,0.007809202195018995
1822,45 to 54 years,$175-<200k,"Victoria, British Columbia",Females,2016.0,185.0,0.9890249050232168,0.007809202195018995
1823,45 to 54 years,$200-225k,"Victoria, British Columbia",Females,2016.0,55.0,0.9913465597298441,0.002321654706627269
1824,45 to 54 years,225-250k,"Victoria, British Columbia",Females,2016.0,55.0,0.9936682144364714,0.002321654706627269
1825,45 to 54 years,>250k,"Victoria, British Columbia",Females,2016.0,150.0,1.0000000000000002,0.006331785563528915
1826,55 to 64 years,$0-<25k,"Victoria, British Columbia",Females,2016.0,8520.0,0.3154387263976305,0.3154387263976305
1827,55 to 64 years,$25-<50k,"Victoria, British Columbia",Females,2016.0,8320.0,0.6234727878563495,0.308034061458719
1828,55 to 64 years,$50-<75k,"Victoria, British Columbia",Females,2016.0,5430.0,0.8245094409477971,0.2010366530914476
1829,55 to 64 years,$75-<100k,"Victoria, British Columbia",Females,2016.0,2620.0,0.9215105516475379,0.09700111069974084
1830,55 to 64 years,$100-<125k,"Victoria, British Columbia",Females,2016.0,730.0,0.9485375786745649,0.02702702702702703
1831,55 to 64 years,$125-<150k,"Victoria, British Columbia",Females,2016.0,730.0,0.9755646057015919,0.02702702702702703
1832,55 to 64 years,$150-<175k,"Victoria, British Columbia",Females,2016.0,190.0,0.9825990373935578,0.007034431691965938
1833,55 to 64 years,$175-<200k,"Victoria, British Columbia",Females,2016.0,190.0,0.9896334690855237,0.007034431691965938
1834,55 to 64 years,$200-225k,"Victoria, British Columbia",Females,2016.0,65.0,0.9920399851906699,0.002406516105146242
1835,55 to 64 years,225-250k,"Victoria, British Columbia",Females,2016.0,65.0,0.9944465012958161,0.002406516105146242
